,Output pressure (kPa),Input pressure (kPa),Motor Vibration,Fault,Location
75,848.7353910844224,199.12499539079303,51.3293022906671,0.0,Smoky Lake
76,915.0098962926583,200.45205305268348,49.03796935685004,0.0,Morinville
77,953.8629728973791,210.33668243219677,41.87689596137855,0.0,Edmonton
78,941.4529158078092,183.6169931019777,41.00427523308748,0.0,Lamont
79,899.1483733637359,195.98072433913148,43.141867766634576,0.0,Redwater
80,864.5897866458486,202.02747527642265,42.13117052646216,0.0,Westlock
81,900.2291373232272,206.41255531650089,54.4628368392993,0.0,Westlock
82,918.7338650526151,196.60126095949735,45.9619332065317,0.0,Lamont
83,963.7260224161023,218.50827443297803,41.353097074652865,0.0,Birch Cove
84,875.4389845419804,200.91426420452655,58.766847871621806,0.0,Edmonton
85,865.727825802969,189.7310338650536,51.82715519839322,0.0,Birch Cove
86,880.7732257277853,188.77903540073166,56.25422353433041,0.0,Smoky Lake
87,854.548956612574,192.79632469374394,41.95041753915174,0.0,Westlock
88,881.9881530422306,202.72055289276184,41.108452654236174,0.0,Smoky Lake
89,919.2788119225748,192.66755432099583,58.2814349462279,0.0,Birch Cove
90,887.1652396165435,202.42275293207933,43.330056866110894,0.0,Lamont
91,936.3174275283143,176.6630684033275,57.645871816461465,0.0,Westlock
92,928.3056688039422,188.9045691625077,56.742023185458756,0.0,Redwater
93,931.2316871407994,202.0795448820678,49.50646063969398,0.0,Westlock
94,862.2167297935758,198.47750991309505,44.27693758949856,0.0,Smoky Lake
95,896.9246184867806,205.64996862055781,53.39429054230713,0.0,Lamont
96,835.0366046402106,198.12273653997144,50.77547883886546,0.0,Edmonton
97,855.8896823514096,192.14968600219808,52.28863838095544,0.0,Edmonton
98,879.1823770228225,194.0473778940135,50.304346232610754,0.0,Birch Cove
99,913.1224342861358,213.3539883482796,58.36506098985246,0.0,Westlock
100,864.0515631421755,201.5814784531198,53.58513534881243,0.0,Birch Cove
101,913.3984728221435,197.62023558143804,45.60607918219471,0.0,Westlock
102,930.9009966677039,201.89247075655777,55.848714765337256,0.0,Edmonton
103,911.8167369015123,200.35128020529402,40.422714647748904,0.0,Westlock
104,945.6719815101125,202.96745111330452,42.436232188411616,0.0,Westlock
105,888.8074615716178,195.1369723122643,44.20859798664493,0.0,Redwater
106,888.3859864555352,201.85832505991516,48.66386434939347,0.0,Smoky Lake
107,848.9032026318312,201.34242736656574,55.2862158725522,0.0,Morinville
108,890.3389531664374,218.68323077814628,59.59779020931878,0.0,Westlock
109,917.7579127971555,194.52432528077787,55.53570660506172,0.0,Lamont
110,952.2793318064697,211.68957990800396,40.3326877118692,0.0,Redwater
111,952.9374683872012,191.9423322205854,48.00264845222383,0.0,Birch Cove
112,961.3140865688997,192.42019970827042,54.1030449496756,0.0,Birch Cove
113,922.5143880391771,187.7704650163162,43.39614791924352,0.0,Edmonton
114,867.0300338123996,204.96374826305927,56.10110926952902,0.0,Westlock
115,918.2714336856632,191.06522776635063,42.0832023802902,0.0,Smoky Lake
116,867.8256849558227,209.10792479814955,56.20258796748665,0.0,Westlock
117,966.1449255325206,201.55904264385225,41.02043837683995,0.0,Lamont
118,891.883694371739,201.17510924575583,50.14837865447216,0.0,Edmonton
119,901.2978587729023,198.1884786489208,59.27301848396736,0.0,Smoky Lake
120,912.611458838232,193.26933945122354,49.430882914224284,0.0,Redwater
121,904.839718595224,182.14170349422835,49.76700797991581,0.0,Westlock
122,885.8147649838169,206.41708230232135,47.06667767788467,0.0,Edmonton
123,897.7454042613166,202.49586991066815,57.57087844093384,0.0,Birch Cove
124,848.5100124043827,185.3121044621575,46.08283792676077,0.0,Redwater
125,850.8481675767649,197.9325785201535,51.12984274294909,0.0,Edmonton
126,859.8850284381634,187.50522471962472,47.95789069519753,0.0,Redwater
127,937.5921435272351,184.30363376956382,44.03541648024973,0.0,Lamont
128,925.9161361589588,184.7733579480474,55.893478326172215,0.0,Westlock
129,895.1144205440598,196.38953833173773,46.05042520402672,0.0,Lamont
130,894.2345334827454,184.31350793177384,54.52502853348383,0.0,Morinville
131,921.6531656556298,204.3531075449002,45.12045664203752,0.0,Lamont
132,967.8331987273893,195.56576646977805,45.00610885113117,0.0,Birch Cove
133,849.8463242527023,203.04287150792229,47.88661667936751,0.0,Lamont
134,878.2708454275075,211.9730458870684,59.01289560674195,0.0,Edmonton
135,863.9353475151793,213.06820702078727,40.5123458821726,0.0,Birch Cove
136,898.4223665541276,183.35406395710402,59.07536443158913,0.0,Westlock
137,893.4246792060178,223.03994771501613,41.94884485265628,0.0,Lamont
138,886.5854010657754,196.9897080742197,53.33172653268735,0.0,Edmonton
139,926.0603223557333,187.0660997573346,51.83842633687445,0.0,Redwater
140,898.513613073547,203.04244942320392,46.67071081538033,0.0,Morinville
141,881.8854055482224,196.6316752535323,45.90298331395166,0.0,Edmonton
142,878.1565488435642,203.75532618251287,59.374416072664985,0.0,Westlock
143,883.9207021944966,194.89638464183614,53.13295726356979,0.0,Edmonton
144,919.3391409643917,209.26658478689745,56.671786006061765,0.0,Edmonton
145,893.2546073613685,194.34037742763073,41.02056248798671,0.0,Redwater
146,890.8016310269976,175.15696998741433,50.464606961131935,0.0,Westlock
147,866.7980413059275,213.36379427143825,44.48377252055422,0.0,Redwater
148,901.9756262709957,211.1407186329983,55.04985199629175,0.0,Birch Cove
149,896.8918420545721,202.03932383013017,55.406890142547475,0.0,Birch Cove
150,878.9132040003465,205.16741227758217,51.91989127589778,0.0,Birch Cove
151,859.3722722539161,188.09012863558735,58.56997823743396,0.0,Smoky Lake
152,900.2863759221289,193.08284988340708,45.75208223593071,0.0,Edmonton
153,868.89650989793,208.17385955286088,52.880937368545936,0.0,Edmonton
154,894.3332121399122,199.01757622441028,44.99923401745858,0.0,Lamont
155,896.2602331640667,203.04296808779384,40.98694889032039,0.0,Birch Cove
156,881.8882625129611,215.01635815919084,44.33217846124643,0.0,Smoky Lake
157,938.5092791317613,201.37451517188757,46.08567859315248,0.0,Redwater
158,960.6222530335962,214.64943988695265,52.85224990262131,0.0,Lamont
159,920.6161038811096,197.24106610505027,56.18555123819419,0.0,Redwater
160,905.4581886437687,192.3004588645096,57.50196127101965,0.0,Birch Cove
161,908.7720044533097,195.54908445901475,51.29383793423575,0.0,Redwater
162,933.2326619658511,206.11149605725035,43.396817162469276,0.0,Morinville
163,903.6165046866707,208.32450933641104,45.31363503575009,0.0,Edmonton
164,943.18570266167,218.65357631793168,43.20475222767521,0.0,Birch Cove
165,910.549332621392,203.46800219160937,42.42405775025287,0.0,Birch Cove
166,884.8743690179001,198.8221412373601,58.0472329259998,0.0,Westlock
167,900.526023212851,193.55283373202954,54.6289379343349,0.0,Smoky Lake
168,894.728070441312,204.08684607691816,47.27539155083059,0.0,Edmonton
169,960.7385877085496,191.7044514964985,53.614785638535935,0.0,Westlock
170,935.6467723845545,199.11954900427594,55.78930442337857,0.0,Lamont
171,856.6452853403911,210.2640757474319,42.50420954106924,0.0,Smoky Lake
172,930.3535869987686,231.66754001303346,50.38325621293222,0.0,Westlock
173,888.7724219464498,202.64961609131373,46.45400685889908,0.0,Redwater
174,909.9466303844341,179.5859852373303,51.862852850623305,0.0,Morinville
175,863.5218521523176,188.86545615661237,53.213489228188486,0.0,Birch Cove
176,935.9153879107482,195.18404334768206,48.859822132472814,0.0,Morinville
177,889.6018152516901,206.84249778691924,42.240550378218884,0.0,Morinville
178,836.3355411071071,185.34062141287808,55.01047441799342,0.0,Morinville
179,915.3378210685285,190.81652989975822,45.0813201074545,0.0,Redwater
180,864.3591275600984,200.4534099596582,48.337111777646165,0.0,Morinville
181,878.564959428706,199.14973916681578,56.881723687922346,0.0,Smoky Lake
182,920.9598355024084,188.31774718392887,52.19831131184258,0.0,Redwater
183,925.9874694225406,213.40947755760106,42.5181202987402,0.0,Redwater
184,911.9112946165156,189.0958716056254,56.19037846686699,0.0,Westlock
185,911.7740769784266,189.97806174031547,41.15948804252202,0.0,Lamont
186,875.8162366396028,205.59249009926873,49.29717670624817,0.0,Morinville
187,911.5204615793747,229.600457827378,42.1317598633229,0.0,Edmonton
188,934.3267484648501,200.27167177541946,55.055158596302064,0.0,Birch Cove
189,906.7137380650189,208.27067552826804,56.963395856742935,0.0,Edmonton
190,846.8944960367173,202.89923124867062,54.589375713913924,0.0,Morinville
191,833.8542125497603,192.23011885906453,45.3930864102174,0.0,Smoky Lake
192,930.2769882884745,193.85200051131966,48.52894344313004,0.0,Redwater
193,910.2073363944208,186.98520439872635,43.38417525353788,0.0,Lamont
194,925.2787302416638,205.8266461544397,53.934659725302936,0.0,Westlock
195,943.4672598781576,193.68459401713133,43.831699109730216,0.0,Smoky Lake
196,898.2065686268932,225.16005011269812,59.53838338982142,0.0,Morinville
197,889.6038951239761,181.39978885532264,45.92623175612375,0.0,Morinville
198,836.7195457553825,205.35504774446449,50.47280561565394,0.0,Edmonton
199,921.5871755143398,201.42475451920092,50.91970405906527,0.0,Birch Cove
200,908.7608966903015,197.09710551606352,54.423219298669494,0.0,Birch Cove
201,932.7970482376259,183.13648511330976,41.59843239764755,0.0,Westlock
202,891.1081603397591,202.24765103676546,55.20701323573911,0.0,Lamont
203,854.2235811514066,192.58861877550987,45.89770518478606,0.0,Edmonton
204,908.5046823104864,197.57845925622559,41.23766655050442,0.0,Morinville
205,934.5115822074015,210.56014252582574,45.66551900271479,0.0,Lamont
206,925.3333407170097,193.10212398879813,54.28037819580455,0.0,Westlock
207,834.6598816740574,182.20303425763353,50.397661080139784,0.0,Birch Cove
208,914.3543569811117,208.2052608983854,55.61815798246897,0.0,Edmonton
209,926.1243704786082,218.16694120657183,45.2931693280895,0.0,Morinville
210,928.409757467484,213.4083302586694,54.98573029476464,0.0,Birch Cove
211,892.2416712699687,193.89713500775966,59.5338552821088,0.0,Smoky Lake
212,864.68033136515,209.25461096394147,44.59276594180122,0.0,Smoky Lake
213,885.0980066562149,202.73746379359022,52.63697947170661,0.0,Edmonton
214,866.8830101303649,198.9141761253486,45.05438446870548,0.0,Westlock
215,893.6107541141893,200.37487149757433,40.151500951149735,0.0,Birch Cove
216,894.5607080825091,186.45875427255825,51.0232069617369,0.0,Smoky Lake
217,885.5874357939203,200.80703164854555,57.45291839909134,0.0,Smoky Lake
218,893.6081135697599,204.37957991459282,57.48479059776597,0.0,Smoky Lake
219,927.9620634408707,199.70508899383762,47.699794748318716,0.0,Smoky Lake
220,899.7979330760318,211.86156053762863,44.15726176320306,0.0,Birch Cove
221,900.147141460468,209.60195190905517,53.079047566313,0.0,Birch Cove
222,938.2728762528748,206.4829647039964,50.072853922964484,0.0,Redwater
223,908.6563481860144,197.74024021821097,47.17931028520824,0.0,Smoky Lake
224,936.7007527416014,195.4451888290652,54.12604089476843,0.0,Smoky Lake
225,0.0,202.8429229983634,257.93555549176125,1.0,Morinville
226,0.0,200.62065201847844,275.2597931828871,1.0,Lamont
227,0.0,205.39272671851438,249.63673586965334,1.0,Redwater
228,0.0,184.21570645184335,274.89340947294176,1.0,Birch Cove
229,0.0,200.29491275278085,250.20018762672328,1.0,Smoky Lake
230,0.0,199.0874470603274,265.6911055793872,1.0,Westlock
231,0.0,202.8606806165226,237.40684382985222,1.0,Edmonton
232,0.0,196.35686101068032,240.19072935202007,1.0,Morinville
233,0.0,211.51461257580988,239.53160530365827,1.0,Lamont
234,0.0,204.68703145162615,220.08484125044663,1.0,Redwater
235,0.0,194.8143465437754,259.3186041299852,1.0,Westlock
236,0.0,198.96668433050326,252.21167866591412,1.0,Redwater
237,0.0,202.2960701219987,265.00875376316907,1.0,Edmonton
238,0.0,185.41446151139164,246.77116960995323,1.0,Lamont
239,0.0,212.07392148465846,241.85888208251242,1.0,Lamont
240,0.0,205.7421213309003,238.05542762919413,1.0,Birch Cove
241,0.0,204.9301291539339,219.5279823790365,1.0,Edmonton
242,0.0,194.8587796134439,259.97338241494634,1.0,Lamont
243,0.0,199.64376615710563,264.7435334318409,1.0,Birch Cove
244,0.0,192.3429650042577,263.37165091670346,1.0,Redwater
245,0.0,196.4953290918186,246.3561658245181,1.0,Westlock
246,0.0,196.7874141131837,249.5612242677367,1.0,Westlock
247,0.0,194.95348964614962,255.5416139974438,1.0,Smoky Lake
248,0.0,193.97856546116253,239.57981884939784,1.0,Edmonton
249,0.0,216.7182725390647,269.3131076456305,1.0,Redwater
250,0.0,195.8372001225973,251.11652958710704,1.0,Edmonton
251,0.0,203.93587999233932,262.2565851186167,1.0,Redwater
252,0.0,182.69968863650786,248.559732947012,1.0,Lamont
253,0.0,203.01972625257187,261.7889682783942,1.0,Birch Cove
254,0.0,192.76508942755615,238.01410100779037,1.0,Lamont
255,0.0,193.25793473386776,249.97631359925376,1.0,Smoky Lake
256,0.0,215.9444444952704,273.24312852300284,1.0,Westlock
257,0.0,201.48987348344554,281.79684119918664,1.0,Redwater
258,0.0,196.39423953984183,261.3977043999221,1.0,Redwater
259,0.0,190.152750633255,266.10080800812585,1.0,Westlock
260,0.0,194.1316833107691,268.5903583723778,1.0,Edmonton
261,0.0,186.60043369784452,282.18995418251626,1.0,Westlock
262,0.0,196.77993240771244,238.91427080800358,1.0,Morinville
263,0.0,209.27371799444592,272.595274170963,1.0,Birch Cove
264,0.0,207.01707055731643,250.14130054549935,1.0,Smoky Lake
265,0.0,199.63411816392977,54.33263933965513,1.0,Smoky Lake
266,854.1613463194011,207.95156174785197,59.308214750755624,0.0,Edmonton
267,927.6813498433287,204.3358545995047,59.39655269878097,0.0,Westlock
268,928.8487509484055,185.71166370106448,47.68214286025383,0.0,Lamont
269,887.8725541794158,199.2950445602271,47.55834036562569,0.0,Westlock
270,919.3522135650153,197.58842761380865,48.59258140253078,0.0,Smoky Lake
271,946.4536318551934,198.69711204249077,46.213607133290246,0.0,Birch Cove
272,938.6489166049539,207.39613375365656,48.139950884802055,0.0,Lamont
273,935.7123892454592,179.06773585271765,43.14016331875374,0.0,Redwater
274,861.6956851620791,203.04192880503902,54.422503420794314,0.0,Smoky Lake
275,916.5137799827412,199.6893947313994,57.0672082948098,0.0,Westlock
276,941.3030295222128,205.91533773656036,58.27523303705752,0.0,Birch Cove
277,917.9646887461922,184.7067683566764,42.78641427514361,0.0,Smoky Lake
278,898.0956177591397,198.96230171322907,44.11256362419903,0.0,Redwater
279,885.352288740995,199.54553125996057,52.04456089916416,0.0,Smoky Lake
280,876.2259740052406,205.75739745346533,40.84021923191493,0.0,Westlock
281,872.4273523447827,220.21465838910882,40.76111260625784,0.0,Morinville
282,880.1729142241602,200.29170301527117,51.4758334441694,0.0,Westlock
283,902.5524110250894,195.50025910828305,54.294395115441766,0.0,Westlock
284,944.9003096955139,180.80900980574796,48.91335763244222,0.0,Birch Cove
285,868.6818054797185,196.36620204899117,44.36127554463181,0.0,Morinville
286,898.8211645218585,201.25406401212004,48.79632064373304,0.0,Birch Cove
287,918.6779409307974,198.4715072930334,59.30270350912137,0.0,Birch Cove
288,856.3141687113086,192.58317023344028,45.282254563814696,0.0,Smoky Lake
289,871.9255630865478,196.34180387243026,58.72235140268763,0.0,Birch Cove
290,969.716273374662,200.25895215333384,59.9483601915675,0.0,Smoky Lake
291,866.7065645236594,204.2773615729757,55.901606529232126,0.0,Lamont
292,876.0884012319465,209.5450678841595,54.38719966322813,0.0,Lamont
293,910.9861219166529,185.18568305670064,52.2306443556325,0.0,Smoky Lake
294,902.0991223223265,185.29522967415187,51.95967084838427,0.0,Birch Cove
295,884.6067397916136,192.4662022004974,43.3849294658938,0.0,Birch Cove
296,913.6798684990018,199.45230907246705,42.663904746291514,0.0,Edmonton
297,859.4929826102966,184.59031762816483,49.79627122373726,0.0,Birch Cove
298,902.1618952533462,210.09743290251419,59.40509956130873,0.0,Birch Cove
299,866.7765350013108,190.47731614767756,55.18079425823152,0.0,Morinville
300,906.2240103119548,194.35037102399252,41.78578264138632,0.0,Birch Cove
301,912.6431810781555,185.7319381512078,42.870022402213216,0.0,Redwater
302,888.062563936934,192.57693055380557,40.46024124326364,0.0,Lamont
303,946.8568682607454,202.90662893776928,52.944776261055544,0.0,Edmonton
304,888.9728098569562,191.8984048076387,57.227411099702664,0.0,Birch Cove
305,877.7159344165668,182.7765102492289,43.952010836885194,0.0,Morinville
306,869.1752046892304,209.57707479732636,51.99316958882282,0.0,Morinville
307,917.3721516994146,193.03685706274186,54.33097763652684,0.0,Lamont
308,927.447368987395,203.55862415656807,43.14482959187144,0.0,Birch Cove
309,920.2477075594941,182.11200195552246,47.417259861579595,0.0,Redwater
310,945.3284068652413,194.4610239983777,52.938257605730925,0.0,Edmonton
311,917.355075290767,194.52164155718717,48.838752829046996,0.0,Edmonton
312,890.7731632795444,206.06333593076957,56.99102823344535,0.0,Birch Cove
313,930.9402479358432,204.77367382220638,55.407694923032366,0.0,Redwater
314,905.728612506647,190.78425164503423,54.514072814243875,0.0,Edmonton
315,914.580220755876,191.20408643303642,50.408831270832465,0.0,Redwater
316,830.3445637659588,189.08421515297155,45.08094889915228,0.0,Westlock
317,876.8857195440773,192.26379945752927,56.55842716752369,0.0,Westlock
318,910.7173574944409,195.19721339656616,51.69312971449946,0.0,Westlock
319,926.0553562924741,201.43791290113623,59.72402197265525,0.0,Redwater
320,916.6274983964147,193.7878339951681,56.97006942278185,0.0,Lamont
321,882.4337902220607,198.86655620887424,52.8186831686058,0.0,Lamont
322,878.5708069702285,210.46020562728285,49.76946974254047,0.0,Lamont
323,887.4890533181128,193.15439006659363,58.86281793275863,0.0,Edmonton
324,906.9697581811677,191.69395657134277,41.77951514660199,0.0,Smoky Lake
325,885.8858779561747,194.79092106232486,47.48567901686398,0.0,Smoky Lake
326,871.6109682238712,201.80140467036517,54.195488944099196,0.0,Smoky Lake
327,922.5400404747899,204.75106612331666,58.970495341086576,0.0,Redwater
328,909.6725525232471,201.5188703094949,43.2780959943197,0.0,Birch Cove
329,900.3969019966471,220.41594720205433,43.14399491796911,0.0,Morinville
330,887.9468956546843,183.5784156795226,41.92575483697937,0.0,Morinville
331,883.6494140356882,189.68013035410448,42.56332860384895,0.0,Edmonton
332,879.0118890960822,203.35614545050714,53.33026081328767,0.0,Lamont
333,882.9562659949943,174.6257929215804,42.56993348423789,0.0,Westlock
334,941.1012194523403,184.22333827540047,57.80507823206307,0.0,Lamont
335,875.1642014033096,205.42095908151893,52.975479465212544,0.0,Lamont
336,867.7887521904097,200.03848049846465,43.424950155786206,0.0,Smoky Lake
337,885.9828616133044,189.5710863400176,49.43749108966169,0.0,Smoky Lake
338,884.6627538761098,198.12930804857652,40.55102441093383,0.0,Edmonton
339,911.9727985274694,191.714611904501,51.008249400807486,0.0,Westlock
340,904.5050978801332,215.41705784792836,52.47161649156478,0.0,Lamont
341,859.9565559889281,194.7681565668897,52.533973722040606,0.0,Lamont
342,900.4917504732033,216.8761125099863,58.65734271800986,0.0,Edmonton
343,883.1038628358713,213.30091320867749,49.87985778768045,0.0,Westlock
344,857.5836718104074,195.76976993757216,54.85113985607936,0.0,Edmonton
345,865.7632752090846,204.3626022806583,43.009086284544054,0.0,Redwater
346,907.7809180785492,197.74838681132417,53.73559303746484,0.0,Morinville
347,916.1357073576243,205.68990962814595,40.69845163509184,0.0,Smoky Lake
348,924.5251858444378,191.7561980072007,51.30218825586247,0.0,Edmonton
349,895.5069531573032,195.54722288134573,57.236612797336505,0.0,Morinville
350,861.0346840907905,201.92106318313287,52.561561174909315,0.0,Westlock
351,936.9922191421883,195.16866089632938,48.593340373866994,0.0,Edmonton
352,922.073368712241,196.92914657682536,59.45236338587831,0.0,Westlock
353,888.6215478863098,224.26289668234702,44.39765773887415,0.0,Redwater
354,869.9586988749796,183.85505136823576,46.05753938232583,0.0,Edmonton
355,973.1968777864681,192.4318479450744,59.396933535169055,0.0,Smoky Lake
356,884.9416434336006,192.93221376665818,58.22916951470572,0.0,Redwater
357,953.8461807825447,193.50527510942104,59.86084675770833,0.0,Birch Cove
358,868.501148745922,211.2192791505545,51.056454780230396,0.0,Lamont
359,904.2671977944019,213.2967120331852,40.70412780277129,0.0,Lamont
360,921.3056902219081,190.25779012844384,47.78189893913719,0.0,Birch Cove
361,925.8399689814044,205.62935360852296,50.01016301076044,0.0,Edmonton
362,868.7078227280101,194.78755729253677,58.44970335204708,0.0,Birch Cove
363,868.6636095574876,206.55664923606804,50.194372557981,0.0,Westlock
364,894.3154121492875,201.80395585716786,47.12240267403801,0.0,Redwater
365,873.1611909510992,202.35877924220534,42.85017095777425,0.0,Westlock
366,857.830577058574,204.86320429720362,46.14530701089645,0.0,Morinville
367,943.8755318474115,212.05357063354717,51.84991269584748,0.0,Redwater
368,887.4162306539009,210.0591115131484,53.62335408366987,0.0,Edmonton
369,963.9149721844012,201.57955952932406,46.15936753058978,0.0,Redwater
370,895.8479266900459,202.30503678229013,52.494411284911294,0.0,Birch Cove
371,870.7473447442131,182.71111515288027,54.69343530081472,0.0,Birch Cove
372,880.936350134073,190.50094380089607,58.28663051704969,0.0,Redwater
373,898.0977817136724,213.12815787902264,50.110758394494695,0.0,Smoky Lake
374,916.9689061723069,188.3899287007842,43.28910979358494,0.0,Westlock
375,907.7999309588508,201.34818448460356,55.09901401834492,0.0,Edmonton
376,922.5759065357313,186.73355859286528,44.45565042791796,0.0,Edmonton
377,885.7556516129715,219.71825564738077,50.94603040843901,0.0,Lamont
378,959.0050963488976,214.28967672833645,41.789278934053726,0.0,Redwater
379,941.6931132660615,188.69683348306566,57.50855905380326,0.0,Lamont
380,896.6961962376073,179.98723865559452,46.93983650885811,0.0,Smoky Lake
381,860.8266970461887,203.00186039994983,50.97832612406229,0.0,Redwater
382,901.6182046695718,221.53655970842942,54.76868582942792,0.0,Redwater
383,917.6958736640404,202.17255973597858,44.087714221880695,0.0,Birch Cove
384,913.253541773568,199.35328444187024,49.96767026346314,0.0,Birch Cove
385,893.2864092787289,195.00955867050678,50.63846164288475,0.0,Lamont
386,917.4751315677803,193.69420634823067,44.27186616133335,0.0,Westlock
387,858.8888235709304,190.4003092407428,46.6623538251848,0.0,Lamont
388,935.5110278767661,211.21592016868544,54.12567203292835,0.0,Edmonton
389,911.3930760926713,194.04548444599033,57.76902415722947,0.0,Birch Cove
390,921.1815173975294,205.22041893561698,53.609993064501666,0.0,Westlock
391,857.516297060256,200.86037185304517,46.73948594009199,0.0,Edmonton
392,863.539264688608,198.55592176006522,54.19304229427936,0.0,Edmonton
393,844.176928987882,201.58683851876845,42.94804375861005,0.0,Westlock
